County,County Code,Race,Race Code,Year,Year Code,UCD - ICD Chapter,UCD - ICD Chapter Code,MCD - ICD Sub-Chapter,MCD - ICD Sub-Chapter Code,Deaths,Population,Crude Rate
"Shelby County, TN",47157,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,62,213399,29.1
"Shelby County, TN",47157,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,63,209211,30.1
"Shelby County, TN",47157,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,91,209211,43.5
"Shelby County, TN",47157,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,55,205375,26.8
"Shelby County, TN",47157,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,88,205375,42.8
"Shelby County, TN",47157,White,2106-3,2016,2016,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,11,200442,Unreliable
"Shelby County, TN",47157,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,85,200442,42.4
"Shelby County, TN",47157,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,111,200442,55.4
"Sullivan County, TN",47163,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,26,73675,35.3
"Sullivan County, TN",47163,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,13,73455,Unreliable
"Sullivan County, TN",47163,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,29,73455,39.5
"Sullivan County, TN",47163,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,29,73033,39.7
"Sullivan County, TN",47163,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,19,72593,Unreliable
"Sullivan County, TN",47163,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,31,72593,42.7
"Sumner County, TN",47165,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,16,80920,Unreliable
"Sumner County, TN",47165,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,23,82132,28
"Sumner County, TN",47165,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,22,82816,26.6
"Sumner County, TN",47165,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,36,83860,42.9
"Tipton County, TN",47167,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,11,25724,Unreliable
"Tipton County, TN",47167,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,14,25380,Unreliable
"Washington County, TN",47179,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,15,63225,Unreliable
"Washington County, TN",47179,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,17,62887,Unreliable
"Washington County, TN",47179,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,14,62381,Unreliable
"Washington County, TN",47179,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,13,62507,Unreliable
"Washington County, TN",47179,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,23,62507,36.8
"Williamson County, TN",47187,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,10,95505,Unreliable
"Williamson County, TN",47187,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,11,98105,Unreliable
"Williamson County, TN",47187,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,19,100419,Unreliable
"Williamson County, TN",47187,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,20,103021,19.4
"Wilson County, TN",47189,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,19,58099,Unreliable
"Wilson County, TN",47189,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,16,59005,Unreliable
"Wilson County, TN",47189,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,28,60288,46.4
"Wilson County, TN",47189,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,23,61764,37.2
"Bell County, TX",48027,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,14,129679,Unreliable
"Bell County, TX",48027,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,13,128603,Unreliable
"Bell County, TX",48027,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,14,129418,Unreliable
"Bexar County, TX",48029,Black or African American,2054-5,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,12,90628,Unreliable
"Bexar County, TX",48029,Black or African American,2054-5,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,11,93531,Unreliable
"Bexar County, TX",48029,Black or African American,2054-5,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,14,98719,Unreliable
"Bexar County, TX",48029,White,2106-3,2013,2013,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,11,883043,Unreliable
"Bexar County, TX",48029,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,22,883043,2.5
"Bexar County, TX",48029,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,140,883043,15.9
"Bexar County, TX",48029,White,2106-3,2014,2014,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,14,896680,Unreliable
"Bexar County, TX",48029,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,17,896680,Unreliable
"Bexar County, TX",48029,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,146,896680,16.3
"Bexar County, TX",48029,White,2106-3,2015,2015,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,17,912655,Unreliable
"Bexar County, TX",48029,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,25,912655,2.7
"Bexar County, TX",48029,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,147,912655,16.1
"Bexar County, TX",48029,White,2106-3,2016,2016,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,23,922959,2.5
"Bexar County, TX",48029,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,28,922959,3
"Bexar County, TX",48029,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,152,922959,16.5
"Brazoria County, TX",48039,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,10,142185,Unreliable
"Brazoria County, TX",48039,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,21,142185,14.8
"Brazoria County, TX",48039,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,11,143787,Unreliable
"Brazoria County, TX",48039,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,12,145574,Unreliable
"Brazoria County, TX",48039,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,19,145574,Unreliable
"Brazoria County, TX",48039,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,13,147670,Unreliable
"Brazoria County, TX",48039,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,19,147670,Unreliable
"Brazos County, TX",48041,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,14,112911,Unreliable
"Brazos County, TX",48041,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,15,115082,Unreliable
"Brazos County, TX",48041,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,10,117179,Unreliable
"Cameron County, TX",48061,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,16,211934,Unreliable
"Cameron County, TX",48061,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,10,211612,Unreliable
"Collin County, TX",48085,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,25,367864,6.8
"Collin County, TX",48085,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,45,367864,12.2
"Collin County, TX",48085,White,2106-3,2014,2014,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,14,374663,Unreliable
"Collin County, TX",48085,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,32,374663,8.5
"Collin County, TX",48085,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,47,374663,12.5
"Collin County, TX",48085,White,2106-3,2015,2015,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,11,379792,Unreliable
"Collin County, TX",48085,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,36,379792,9.5
"Collin County, TX",48085,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,54,379792,14.2
"Collin County, TX",48085,White,2106-3,2016,2016,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,10,382774,Unreliable
"Collin County, TX",48085,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,49,382774,12.8
"Collin County, TX",48085,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,58,382774,15.2
"Dallas County, TX",48113,Black or African American,2054-5,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,36,340243,10.6
"Dallas County, TX",48113,Black or African American,2054-5,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,41,340243,12.1
"Dallas County, TX",48113,Black or African American,2054-5,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,29,345509,8.4
"Dallas County, TX",48113,Black or African American,2054-5,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,46,345509,13.3
"Dallas County, TX",48113,Black or African American,2054-5,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,31,348924,8.9
"Dallas County, TX",48113,Black or African American,2054-5,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,44,348924,12.6
"Dallas County, TX",48113,Black or African American,2054-5,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,36,353505,10.2
"Dallas County, TX",48113,Black or African American,2054-5,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,45,353505,12.7
"Dallas County, TX",48113,White,2106-3,2013,2013,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,20,970632,2.1
"Dallas County, TX",48113,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,112,970632,11.5
"Dallas County, TX",48113,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,131,970632,13.5
"Dallas County, TX",48113,White,2106-3,2014,2014,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,15,976339,Unreliable
"Dallas County, TX",48113,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,124,976339,12.7
"Dallas County, TX",48113,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,193,976339,19.8
"Dallas County, TX",48113,White,2106-3,2015,2015,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,34,980031,3.5
"Dallas County, TX",48113,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,121,980031,12.3
"Dallas County, TX",48113,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,148,980031,15.1
"Dallas County, TX",48113,White,2106-3,2016,2016,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,25,978886,2.6
"Dallas County, TX",48113,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,125,978886,12.8
"Dallas County, TX",48113,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,161,978886,16.4
"Denton County, TX",48121,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,11,347305,Unreliable
"Denton County, TX",48121,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,44,347305,12.7
"Denton County, TX",48121,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,32,354058,9
"Denton County, TX",48121,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,11,360955,Unreliable
"Denton County, TX",48121,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,37,360955,10.3
"Denton County, TX",48121,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,12,367806,Unreliable
"Denton County, TX",48121,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,45,367806,12.2
"Ector County, TX",48135,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,12,75668,Unreliable
"Ector County, TX",48135,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,18,75668,Unreliable
"Ector County, TX",48135,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,16,77629,Unreliable
"Ector County, TX",48135,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,22,77629,28.3
"Ector County, TX",48135,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,13,78330,Unreliable
"Ector County, TX",48135,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,13,78330,Unreliable
"El Paso County, TX",48141,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,26,423301,6.1
"El Paso County, TX",48141,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,55,423301,13
"El Paso County, TX",48141,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,27,424023,6.4
"El Paso County, TX",48141,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,57,424023,13.4
"El Paso County, TX",48141,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,32,421663,7.6
"El Paso County, TX",48141,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,43,421663,10.2
"El Paso County, TX",48141,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,42,423065,9.9
"El Paso County, TX",48141,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,51,423065,12.1
"Fort Bend County, TX",48157,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,15,216702,Unreliable
"Fort Bend County, TX",48157,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,19,223339,Unreliable
"Fort Bend County, TX",48157,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,19,227459,Unreliable
"Fort Bend County, TX",48157,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,30,227459,13.2
"Galveston County, TX",48167,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,14,134228,Unreliable
"Galveston County, TX",48167,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,25,134228,18.6
"Galveston County, TX",48167,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,12,136669,Unreliable
"Galveston County, TX",48167,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,28,136669,20.5
"Galveston County, TX",48167,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,18,139136,Unreliable
"Galveston County, TX",48167,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,34,139136,24.4
"Galveston County, TX",48167,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,10,140675,Unreliable
"Galveston County, TX",48167,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,24,140675,17.1
"Grayson County, TX",48181,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,12,54856,Unreliable
"Grayson County, TX",48181,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,12,54888,Unreliable
"Guadalupe County, TX",48187,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,12,70086,Unreliable
"Harris County, TX",48201,Black or African American,2054-5,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,33,503674,6.6
"Harris County, TX",48201,Black or African American,2054-5,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,41,503674,8.1
"Harris County, TX",48201,Black or African American,2054-5,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,41,514993,8
"Harris County, TX",48201,Black or African American,2054-5,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,57,514993,11.1
"Harris County, TX",48201,Black or African American,2054-5,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,43,526155,8.2
"Harris County, TX",48201,Black or African American,2054-5,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,64,526155,12.2
"Harris County, TX",48201,Black or African American,2054-5,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,52,531921,9.8
"Harris County, TX",48201,Black or African American,2054-5,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,73,531921,13.7
"Harris County, TX",48201,White,2106-3,2013,2013,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,32,1768052,1.8
"Harris County, TX",48201,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,166,1768052,9.4
"Harris County, TX",48201,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,212,1768052,12
"Harris County, TX",48201,White,2106-3,2014,2014,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,43,1796791,2.4
"Harris County, TX",48201,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,150,1796791,8.3
"Harris County, TX",48201,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,206,1796791,11.5
"Harris County, TX",48201,White,2106-3,2015,2015,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,38,1821480,2.1
"Harris County, TX",48201,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,180,1821480,9.9
"Harris County, TX",48201,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,219,1821480,12
"Harris County, TX",48201,White,2106-3,2016,2016,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,24,1826863,1.3
"Harris County, TX",48201,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,193,1826863,10.6
"Harris County, TX",48201,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,250,1826863,13.7
"Hays County, TX",48209,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,14,111253,Unreliable
"Henderson County, TX",48213,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,12,33568,Unreliable
"Hidalgo County, TX",48215,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,24,422547,5.7
"Hidalgo County, TX",48215,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,15,429537,Unreliable
"Hidalgo County, TX",48215,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,22,434142,5.1
"Hidalgo County, TX",48215,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,24,438191,5.5
"Hood County, TX",48221,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,10,22601,Unreliable
"Jefferson County, TX",48245,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,11,80811,Unreliable
"Jefferson County, TX",48245,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,15,80406,Unreliable
"Jefferson County, TX",48245,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,15,79690,Unreliable
"Johnson County, TX",48251,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,13,78110,Unreliable
"Kaufman County, TX",48257,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,10,50035,Unreliable
"Kaufman County, TX",48257,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,14,51216,Unreliable
"Lubbock County, TX",48303,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,18,146190,Unreliable
"Lubbock County, TX",48303,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,18,148159,Unreliable
"Lubbock County, TX",48303,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,18,150640,Unreliable
